Brand,Model,Style Code,Colour,Age,Pictures,Price,Sizes of Shoes Available
Onitsuka Tiger,Mexico 66,1183A845 - 800,['Amber & Cream'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919156/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919158/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919159/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919157/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919160/original.jpg']",R844,"['11', '12', '13', '6', '7', '8', '9', '10']"
Vans,Era,VN0A4BV4XEY1,['Flame Black & True White'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919758/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919760/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919761/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919759/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919762/original.jpg']",R584,"['3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
Onitsuka Tiger,Mexico 66,1183A845 - 400,['Mako Blue & Cream'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919095/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919093/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919096/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919094/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919097/original.jpg']",R844,"['3', '4', '6', '7', '8', '9', '10', '11', '12', '13']"
Onitsuka Tiger,Mexico 66,1183A845 - 300,['Cilantro & Cream'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919077/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919079/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919080/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919078/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1919081/original.jpg']",R844,"['12', '13', '6', '7', '8', '9', '10', '11']"
PUMA Select,RS-2K Internet Exploring,37330902,['Dark shadow-fluo green'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1915958/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1915955/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1915960/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1915959/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1915956/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1915957/original.jpg']",R1429,"['10', '11', '12', '6', '7', '8', '9']"
adidas Originals,Superstar og,eg4959,['Ftwr White & Core Black'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870074/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870077/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870078/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870079/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870075/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870076/original.jpg']",R1399,"['10', '12', '3.5', '4', '5', '6', '7', '8', '9', '11']"
adidas Originals,Team Court,fw5066,"['Ftwr White, Collegiate Burgundy & Wonder Glow']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916839/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916838/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916833/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916840/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916834/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916835/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916836/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916837/original.jpg']",R844,"['6', '7', '8', '9', '10', '11', '12']"
Under Armour,UA Jet,3022051-403,"['Royal', 'White', 'Taxi']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916180/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916181/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916179/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916182/original.jpg']",R974,"['6', '7', '8', '9', '10', '11', '13', '8.5', '9.5', '10.5', '12']"
Under Armour,UA Jet,3022051-600,"['Versa Red', 'White', 'Beta']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916186/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916187/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916185/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1916188/original.jpg']",R974,"['10', '11', '12', '13', '6', '7', '8', '8.5', '9', '9.5', '10.5']"
PUMA,RS-X³ millenium,373236-01,['Puma black-Puma white'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1911653/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1911656/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1911655/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1911652/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1911654/original.jpg']",R1299,"['11', '6', '7', '8', '9', '10', '12']"
ASICS,Gel-infinity micro,1201A030-001,"['Black', 'Sunrise Red']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1894438/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1894440/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1894439/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1894442/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1894441/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1894437/original.jpg']",R1039,"['6', '9', '7', '8', '10', '11']"
Reebok,Zig kinetica horizon,fw5301,"['Meteor Grey, Vector Blue & High Vis Orange']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905301/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905294/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905295/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905296/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905297/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905298/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905299/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905300/original.jpg']",R1169,"['12', '6', '7', '8', '9', '10', '11']"
Reebok,Club c revenge,fv6389,"['Mystic Grey, Chalk & Chartreuse']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905131/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905124/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905125/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905126/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905127/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905010/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905128/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905129/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905130/original.jpg']",R1299,"['11', '12', '5', '6', '7', '8', '9', '10']"
Reebok,Evzn,fv7935,"['White,  Black & Fierce Gold']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905139/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905132/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905133/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905135/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905134/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905136/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905137/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1905138/original.jpg']",R1199,"['8', '9', '10', '11', '12', '5', '6', '7']"
Superdry.,Superdry. low pro sneaker,fv7935,['White'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1902636/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1902638/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1902639/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1902637/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1902640/original.jpg']",R519,"['6', '7', '8', '9', '10', '11', '12']"
adidas Originals,SL 72,FV9782,"['White, Off White & Grey one']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901842/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901838/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901839/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901835/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901837/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901840/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901841/original.jpg']",R1499,"['5', '6', '7', '8', '9', '10', '11', '12']"
Reebok,Evzn,fw6467,['Black & White'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901433/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901432/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901427/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901434/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901435/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901428/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901429/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901430/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1901431/original.jpg']",R1199,"['11', '5', '6', '7', '8', '9', '10', '12']"
G-Star RAW,Cadet ii,D18001-C375-306,['Rover'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1902269/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1902271/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1902272/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1902270/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1902273/original.jpg']",R1199,"['12', '6', '7', '8', '9', '10', '11']"
Vans,Ua era tc (vans check),vn0a4btpxb41,['Grape Leaf'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1871690/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1871692/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1871689/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1871691/original.jpg']",R519,"['3', '6', '7', '8', '9']"
adidas Originals,Superstar Premium Leather,fv2832,"['Core Black, Crystal White & Blue']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870086/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870089/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870090/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870091/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870087/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1870088/original.jpg']",R1999,"['5', '6', '7', '9', '12', '8', '10', '11']"
Vans,Authentic,VTSVBXH,['Black'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867396/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867394/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867395/original.jpg']",R421,"['8', '10', '11', '6', '7', '9', '12']"
New Balance,827 Retro Running,ml827aao,"['White', 'Multi']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1893393/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1893395/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1893396/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1893394/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1893397/original.jpg']",R1429,"['11', '6', '7', '8', '9', '10', '11.5']"
New Balance,827 Retro Running,ml827aaq,['Grey'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1892089/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1892090/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1892091/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1892092/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1892094/original.jpg']",R1429,"['11.5', '6', '7', '8', '9', '10', '11']"
Superbalist,Lydon sneaker,ml827aaq,['Grey'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1891935/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1891934/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1891937/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1891936/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1891938/original.jpg']",R250,"['7', '8', '9', '10', '11', '6']"
Superbalist,Lydon sneaker,ml827aaq,['Navy'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1891929/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1891930/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1891932/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1891931/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1891933/original.jpg']",R250,"['6', '7', '8', '9', '10', '11']"
G-Star RAW,Rackam vodan low ii,D17994-C509-6486,['Dk Saru Blue'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1886088/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1886090/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1886091/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1886089/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1886092/original.jpg']",R1199,"['11', '12', '6', '7', '8', '9', '10']"
G-Star RAW,Cadet,d16796-a940-990,['Black'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862726/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862727/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862728/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862730/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862729/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862731/original.jpg']",R1499,"['6', '8', '9', '10', '11', '12', '7']"
Vans,Ua era tc (vans check),VN0A4BTPXB21,['Black'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1872233/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1872236/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1872234/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1872235/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1872232/original.jpg']",R519,"['12', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
Vans,Ua era tc (vans check),VN0A4BTPXB31,['Dress Blue'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1872242/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1872240/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1872241/original.jpg']",R519,"['10', '11', '6', '7', '8', '9', '12']"
Reebok,Club c revenge,EF3221,"['Cold grey 2, Cold grey 5 & Black']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1869816/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1869812/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1869815/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1869813/original.jpg']",R779,"['12', '6', '7', '8', '9', '10', '11']"
Vans,Ultrarange exo,VN0A4U1KXU51,['Green Sulphur'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867285/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867283/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867282/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867284/original.jpg']",R1039,"['3', '4', '5', '6', '7', '10', '11']"
Vans,Vans Sport,VN0A4BU6XW21,['Black & Cadmium Yellow'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867250/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867248/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867247/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867249/original.jpg']",R649,"['12', '6', '7', '8', '9', '10', '11']"
Vans,Ultrarange exo,VN0A4U1KBLK1,['Black'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867267/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867266/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867265/original.jpg']",R1599,"['11', '6', '7', '8', '9', '10']"
Reebok,Reebok dmx trail sh steel/stucco/cdgry5,FV2845,"['Steel, Stucco & Cdgry5']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859050/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859049/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859044/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859051/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859052/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859045/original.jpg']",R1799,"['3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
Nike,Court Vintage premium,CT1726-100,['White & Black-Total Orange'],MENS,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1850423/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1850424/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1850425/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1850426/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1850427/original.jpg']",R1299,"['6', '7', '8', '9', '10', '11', '12']"
Vans,Ua era,vn0a4u39ws71,"['Mismatch stripe', 'floral']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1865334/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1865333/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1865332/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1865335/original.jpg']",R519,"['5', '3', '4', '6', '7', '8', '9', '10']"
Onitsuka Tiger,Mexico 66,D5V2L - 9094,"['Black', 'Gold']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862699/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862697/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862696/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862698/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862700/original.jpg']",R877,"['3', '4', '5', '6', '12', '13', '7', '8', '9', '10', '11']"
ASICS,"ASICS X Springboks Gel-Lyte III ""Champions 2019""",1203A055-960,['Green & Gold'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862735/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862738/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862737/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862736/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862739/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862740/original.jpg']",R1169,"['6', '7', '8', '9', '10', '11', '12']"
Reebok,Reebok hiit tr,FV6640,"['Vector navy', 'White', 'Reebok lee']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858709/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858700/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858701/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859220/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859224/original.jpg']",R974,"['7', '8', '9', '10', '11', '12', '6', '8.5', '9.5', '10.5']"
Reebok,Cl lthr,FV6358,"['Electric Flash', 'Electric Flash', 'White']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858793/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859234/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858795/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858796/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858790/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858791/original.jpg']",R1299,"['6', '11', '5', '7', '8', '9', '10', '12']"
adidas Originals,Supercourt,EE6037,"['Ftwr White', ' Ftwr White', ' Core black']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858804/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858803/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858799/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858805/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858802/original.jpg']",R1044,"['6', '7', '8', '9', '10', '11', '13', '12', '6', '7', '8', '9', '10']"
Converse,Chuck 70 hi,167696c,"['White', 'egret', 'black']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859142/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859144/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859145/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859146/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859143/original.jpg']",R1399,"['10', '6', '7', '8', '9', '11']"
