Brand,Model,Style Code,Colour,Age,Pictures,Price,Sizes of Shoes Available
Converse,Chuck 70 hi,fy5143,"['egret', 'amarillo', 'black my story']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074466/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074465/original.jpg']",R1399,"['3', '4', '5', '6', '7', '8']"
Converse,Chuck taylor all star ox,fy5143,"['black', 'hyper pink', 'egret my story']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074512/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074508/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074507/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074510/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074509/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074511/original.jpg']",R999,"['8', '3', '4', '5', '6', '7']"
Asics,Gel-lyte iii og,1201A164-200,"['Wood crepe', 'plum blossom']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2095410/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2095409/original.jpg']",R1169,"['3', '4', '6', '5', '7', '8']"
Converse,Chuck taylor all star ox,1201A164-200,"['Black ', ' Bold mandarin ', ' White my story']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075280/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075275/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075273/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075277/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075276/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075278/original.jpg']",R714,"['3', '4', '5', '6', '7', '8']"
adidas Originals,Adidas sleek w,FY6669,"['ftwr white', 'crew navy', 'screaming pink']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118977/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118976/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118973/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118978/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118974/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118975/original.jpg']",R1599,"['3.5', '4', '5', '6', '7', '8']"
adidas Originals,Adidas sleek w,FY5058,"['ftwr white', 'hazy orange', 'screaming pink']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118905/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118904/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118900/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118906/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118901/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118902/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118903/original.jpg']",R1599,"['3.5', '4', '5', '6', '7', '8']"
Reebok,Club c 85,Q46474,"['Chalk, Golden Bronze  & Stucco']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121520/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121519/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121518/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121527/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121521/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121525/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121522/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121528/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121531/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121532/original.jpg']",R1199,"['3', '4', '5', '6', '7', '8']"
adidas Originals,NMD_R1 speedlines,H67408,['TBC'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119601/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119600/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119597/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119602/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119598/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119599/original.jpg']",R2499,"['3.5', '4', '5', '6', '7', '8']"
adidas Originals,Continental 80 w,G27722,"['Crystal white', 'screaming pink', 'core black']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118699/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118698/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118695/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118700/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118696/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118697/original.jpg']",R1499,"['3.5', '4', '5', '6', '7', '8']"
adidas Originals,Zx 2k boost pure w,S42634,"['halo amber', 'halo ivory', 'cream white']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119621/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119620/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119617/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119622/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119618/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119619/original.jpg']",R2699,"['3.5', '4', '5', '6', '7', '8']"
Converse,Chuck 70 ox,S42634,"['egret', 'black', 'egret my story']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074474/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074469/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074468/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074471/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074472/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074470/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074473/original.jpg']",R1299,"['3', '4', '5', '6', '7', '8']"
adidas Originals,Nite jogger w,FX6903,"['core black', 'grey two', 'ftwr white']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118775/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118774/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118771/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118776/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118772/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118773/original.jpg']",R1999,"['4', '6', '8', '3.5', '5', '7']"
Reebok,Classic Leather Ripple,fx2991,"['Ceramic Pink, Boulder Grey & Twisted Coral']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121672/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121670/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121671/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121665/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121664/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121673/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121666/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121667/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121668/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121669/original.jpg']",R1399,"['3', '4', '5', '6', '7', '8']"
Reebok,Club c double,fx3209,"['Ceramic Pink, Boulder Grey & Twisted Coral']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121686/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121684/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121685/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121680/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121679/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121687/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121688/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121681/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121682/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121683/original.jpg']",R1399,"['3', '4', '5', '6', '7', '8']"
Vans,(opening ceremony) leopard/checker ,VN0A348A43Z,['Red'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085385/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085383/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085384/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085386/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085389/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085381/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085382/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085388/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085390/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085387/original.jpg']",R1199,"['3', '4', '5', '6', '7', '8']"
Vans,(opening ceremony) leopard/checker ,VN0A348A43M,"['Leopard', 'checker - bblk']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085368/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085377/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085366/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085367/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085369/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085365/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085373/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085371/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085364/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085375/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2085370/original.jpg']",R1199,"['3', '4', '5', '6', '7', '8']"
Reebok,Instapump Fury OG,fx4995,"['Ceramic Pink, Baked Earth  & Twisted Coral']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121718/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121716/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121717/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121711/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121710/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121719/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121720/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121712/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121713/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121714/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121715/original.jpg']",R2299,"['5', '6', '7', '3', '4', '8']"
Reebok,Kamikaze II low,fx4975,"['Neon Mint, Boulder Grey & True Grey 7']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121702/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121700/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121701/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121695/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121694/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121703/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121704/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121696/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121697/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121698/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121699/original.jpg']",R1999,"['3', '4', '5', '6', '7', '8']"
adidas Originals,Stan smith w,FX5832,"['Ftwr white', 'cloud white', 'purple tint']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119910/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119909/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119905/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119911/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119912/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119906/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119907/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119908/original.jpg']",R1599,"['3.5', '4', '5', '6', '7', '8']"
adidas Originals,Supercourt style w,s42816,"['Halo Ivory, ftwr White & True Pink']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119920/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119919/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119915/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119921/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119916/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119917/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119918/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119922/original.jpg']",R1699,"['3.5', '4', '5', '6', '7', '8']"
adidas Originals,Superstar w,FX6075,"['Ftwr white', 'crew red', 'matte silver']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119945/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119943/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119936/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119946/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119947/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119938/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119940/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119942/original.jpg']",R1039,"['3.5', '4', '5', '6', '7', '8']"
adidas Originals,Adidas sleek w,FY5055,"['Cloud White ', ' Silver Metallic ', ' Hazy Blue']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119974/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119973/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119975/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119976/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119971/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119972/original.jpg']",R1599,"['3.5', '4', '5', '6', '7', '8']"
SUPERGA,2630 stripe,s00grt0-w6c,['Beige'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116067/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116069/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116070/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116068/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116071/original.jpg']",R649,"['2.5', '3.5', '4', '5', '5.5', '6.5', '7', '8']"
SUPERGA,2696 stripe ,s112i9w-901,['White'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116007/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116009/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116010/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116008/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116011/original.jpg']",R714,"['2.5', '3.5', '4', '5', '5.5', '6.5', '7', '8']"
SUPERGA,2696 stripe ,s112i9w-a8d,['Agate grey'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2115974/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2115976/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2115977/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2115975/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2115978/original.jpg']",R714,"['2.5', '3.5', '4', '5', '5.5', '6.5', '7', '8']"
SUPERGA,2630 stripe,S00GRT0-351,['Pink'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116033/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116035/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116036/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116034/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116037/original.jpg']",R649,"['2.5', '3.5', '5', '5.5', '6.5', '7', '8', '4']"
SUPERGA,2630 stripe,s00grt0-506,['Grey'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116047/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116049/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116050/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116048/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116051/original.jpg']",R649,"['2.5', '6', '3.5', '4', '5', '5.5', '6.5', '7', '8']"
SUPERGA,2630 stripe,s00grt0-a2h,['Red'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116061/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116063/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116064/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116062/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2116065/original.jpg']",R649,"['6.5', '2.5', '3.5', '4', '5', '5.5', '7', '8']"
SUPERGA,2555 cotu,s00f4b0-a9w,['Tot raw beige'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113762/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113763/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113767/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113765/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113769/original.jpg']",R714,"['3.5', '4', '5', '5.5', '6.5', '7', '2.5', '8']"
Vans,UA classic slip-on,VN0A5AO83I61,['Black & True White'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2114327/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2114329/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2114330/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2114328/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2114331/original.jpg']",R749,"['3', '4', '5', '6', '7', '8']"
SUPERGA,2750 cotu,s000010-wly,['Grey sage'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113781/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113782/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113783/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113784/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113785/original.jpg']",R486,"['4', '8', '9', '10', '2.5', '3.5', '5', '5.5', '6', '6.5', '7', '10.5', '11']"
SUPERGA,2790 letter tape,s41161w-ao0,['White grey ash'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113748/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113749/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113751/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113750/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2113752/original.jpg']",R1039,"['6', '6.5', '7', '8', '2.5', '3.5', '4', '5', '5.5']"
Reebok,Zig kinetica II,s41161w-ao0,"['ceramic pink', 'baked earth ', 'neon mint']",Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112717/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112715/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112714/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112710/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112716/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112719/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112711/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112709/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112712/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112713/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2112720/original.jpg']",R1999,"['3', '4.5', '5', '5.5', '6', '6.5', '7', '8', '4']"
SUPERGA,2555 cotu,S00F4B0-640,['Brown Military'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108243/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108245/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108246/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108244/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108247/original.jpg']",R714,"['6.5', '2.5', '3.5', '4', '5', '5.5', '7', '8']"
SUPERGA,2750 cotu,S000010-WAY,['Green Laurel'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108218/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108220/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108221/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108219/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2108222/original.jpg']",R486,"['3.5', '5.5', '2.5', '4', '5', '6', '6.5', '7', '8']"
